versão=11;
"Tabela de Municípios do IBGE", baixada no site do SPED Fiscal; 
em 14/01/2013, o município de "Presidente Juscelino" (2410306) passou a chamar-se "Serra Caiada";
COD_MUN|NOM_MUN|DT_INI|DT_FIM
5106232|Nova Olímpia|01012009|
5106190|Nova Santa Helena|01012009|
5106240|Nova Ubiratã|01012009|
5106257|Nova Xavantina|01012009|
5106273|Novo Horizonte do Norte|01012009|
5106265|Novo Mundo|01012009|
5106315|Novo Santo Antônio|01012009|
5106281|Novo São Joaquim|01012009|
5106299|Paranaíta|01012009|
5106307|Paranatinga|01012009|
5106372|Pedra Preta|01012009|
5106422|Peixoto de Azevedo|01012009|
5106455|Planalto da Serra|01012009|
5106505|Poconé|01012009|
5106653|Pontal do Araguaia|01012009|
5106703|Ponte Branca|01012009|
5106752|Pontes e Lacerda|01012009|
5106778|Porto Alegre do Norte|01012009|
5106802|Porto dos Gaúchos|01012009|
5106828|Porto Esperidião|01012009|
5106851|Porto Estrela|01012009|
5107008|Poxoréo|01012009|
5107040|Primavera do Leste|01012009|
5107065|Querência|01012009|
5107156|Reserva do Cabaçal|01012009|
5107180|Ribeirão Cascalheira|01012009|
5107198|Ribeirãozinho|01012009|
5107206|Rio Branco|01012009|
5107578|Rondolândia|01012009|
5107602|Rondonópolis|01012009|
5107701|Rosário Oeste|01012009|
5107750|Salto do Céu|01012009|
5107248|Santa Carmem|01012009|
5107743|Santa Cruz do Xingu|01012009|
5107768|Santa Rita do Trivelato|01012009|
5107776|Santa Terezinha|01012009|
5107263|Santo Afonso|01012009|
5107792|Santo Antônio do Leste|01012009|
5107800|Santo Antônio do Leverger|01012009|
5107859|São Félix do Araguaia|01012009|
5107297|São José do Povo|01012009|
5107305|São José do Rio Claro|01012009|
5107354|São José do Xingu|01012009|
5107107|São José dos Quatro Marcos|01012009|
5107404|São Pedro da Cipa|01012009|
5107875|Sapezal|01012009|
5107883|Serra Nova Dourada|01012009|
5107909|Sinop|01012009|
5107925|Sorriso|01012009|
5107941|Tabaporã|01012009|
5107958|Tangará da Serra|01012009|
5108006|Tapurah|01012009|
5108055|Terra Nova do Norte|01012009|
5108105|Tesouro|01012009|
5108204|Torixoréu|01012009|
5108303|União do Sul|01012009|
5108352|Vale de São Domingos|01012009|
5108402|Várzea Grande|01012009|
5108501|Vera|01012009|
5105507|Vila Bela da Santíssima Trindade|01012009|
5108600|Vila Rica|01012009|
1500107|Abaetetuba|01012009|
1500131|Abel Figueiredo|01012009|
1500206|Acará|01012009|
1500305|Afuá|01012009|
1500347|Água Azul do Norte|01012009|
1500404|Alenquer|01012009|
1500503|Almeirim|01012009|
1500602|Altamira|01012009|
1500701|Anajás|01012009|
1500800|Ananindeua|01012009|
1500859|Anapu|01012009|
1500909|Augusto Corrêa|01012009|
1500958|Aurora do Pará|01012009|
1501006|Aveiro|01012009|
1501105|Bagre|01012009|
1501204|Baião|01012009|
1501253|Bannach|01012009|
1501303|Barcarena|01012009|
1501402|Belém|01012009|
1501451|Belterra|01012009|
1501501|Benevides|01012009|
1501576|Bom Jesus do Tocantins|01012009|
1501600|Bonito|01012009|
1501709|Bragança|01012009|
1501725|Brasil Novo|01012009|
1501758|Brejo Grande do Araguaia|01012009|
1501782|Breu Branco|01012009|
1501808|Breves|01012009|
1501907|Bujaru|01012009|
1502004|Cachoeira do Arari|01012009|
1501956|Cachoeira do Piriá|01012009|
1502103|Cametá|01012009|
1502152|Canaã dos Carajás|01012009|
1502202|Capanema|01012009|
1502301|Capitão Poço|01012009|
1502400|Castanhal|01012009|
1502509|Chaves|01012009|
1502608|Colares|01012009|
1502707|Conceição do Araguaia|01012009|
1502756|Concórdia do Pará|01012009|
1502764|Cumaru do Norte|01012009|
1502772|Curionópolis|01012009|
1502806|Curralinho|01012009|
1502855|Curuá|01012009|
1502905|Curuçá|01012009|
1502939|Dom Eliseu|01012009|
1502954|Eldorado dos Carajás|01012009|
1503002|Faro|01012009|
1503044|Floresta do Araguaia|01012009|
1503077|Garrafão do Norte|01012009|
1503093|Goianésia do Pará|01012009|
1503101|Gurupá|01012009|
1503200|Igarapé-Açu|01012009|
1503309|Igarapé-Miri|01012009|
1503408|Inhangapi|01012009|
1503457|Ipixuna do Pará|01012009|
1503507|Irituia|01012009|
1503606|Itaituba|01012009|
1503705|Itupiranga|01012009|
1503754|Jacareacanga|01012009|
1503804|Jacundá|01012009|
1503903|Juruti|01012009|
1504000|Limoeiro do Ajuru|01012009|
1504059|Mãe do Rio|01012009|
1504109|Magalhães Barata|01012009|
1504208|Marabá|01012009|
1504307|Maracanã|01012009|
1504406|Marapanim|01012009|
1504422|Marituba|01012009|
1504455|Medicilândia|01012009|
1504505|Melgaço|01012009|
1504604|Mocajuba|01012009|
1504703|Moju|01012009|
1504752|Mojuí dos Campos|01012013|
1504802|Monte Alegre|01012009|
1504901|Muaná|01012009|
1504950|Nova Esperança do Piriá|01012009|
1504976|Nova Ipixuna|01012009|
1505007|Nova Timboteua|01012009|
1505031|Novo Progresso|01012009|
1505064|Novo Repartimento|01012009|
1505106|Óbidos|01012009|
1505205|Oeiras do Pará|01012009|
1505304|Oriximiná|01012009|
1505403|Ourém|01012009|
1505437|Ourilândia do Norte|01012009|
1505486|Pacajá|01012009|
1505494|Palestina do Pará|01012009|
1505502|Paragominas|01012009|
1505536|Parauapebas|01012009|
1505551|Pau D'Arco|01012009|
1505601|Peixe-Boi|01012009|
1505635|Piçarra|01012009|
1505650|Placas|01012009|
1505700|Ponta de Pedras|01012009|
1505809|Portel|01012009|
1505908|Porto de Moz|01012009|
1506005|Prainha|01012009|
1506104|Primavera|01012009|
1506112|Quatipuru|01012009|
1506138|Redenção|01012009|
1506161|Rio Maria|01012009|
1506187|Rondon do Pará|01012009|
1506195|Rurópolis|01012009|
1506203|Salinópolis|01012009|
1506302|Salvaterra|01012009|
1506351|Santa Bárbara do Pará|01012009|
1506401|Santa Cruz do Arari|01012009|
1506500|Santa Isabel do Pará|01012009|
1506559|Santa Luzia do Pará|01012009|
1506583|Santa Maria das Barreiras|01012009|
1506609|Santa Maria do Pará|01012009|
1506708|Santana do Araguaia|01012009|
1506807|Santarém|01012009|
1506906|Santarém Novo|01012009|
1507003|Santo Antônio do Tauá|01012009|
1507102|São Caetano de Odivelas|01012009|
1507151|São Domingos do Araguaia|01012009|
1507201|São Domingos do Capim|01012009|
1507300|São Félix do Xingu|01012009|
1507409|São Francisco do Pará|01012009|
1507458|São Geraldo do Araguaia|01012009|
1507466|São João da Ponta|01012009|
1507474|São João de Pirabas|01012009|
1507508|São João do Araguaia|01012009|
1507607|São Miguel do Guamá|01012009|
1507706|São Sebastião da Boa Vista|01012009|
1507755|Sapucaia|01012009|
1507805|Senador José Porfírio|01012009|
1507904|Soure|01012009|
1507953|Tailândia|01012009|
1507961|Terra Alta|01012009|
1507979|Terra Santa|01012009|
1508001|Tomé-Açu|01012009|
1508035|Tracuateua|01012009|
1508050|Trairão|01012009|
1508084|Tucumã|01012009|
1508100|Tucuruí|01012009|
1508126|Ulianópolis|01012009|
1508159|Uruará|01012009|
1508209|Vigia|01012009|
1508308|Viseu|01012009|
1508357|Vitória do Xingu|01012009|
1508407|Xinguara|01012009|
2400109|Acari|01012009|
2400208|Açu|01012009|
2400307|Afonso Bezerra|01012009|
2400406|Água Nova|01012009|
2400505|Alexandria|01012009|
2400604|Almino Afonso|01012009|
2400703|Alto do Rodrigues|01012009|
2400802|Angicos|01012009|
2400901|Antônio Martins|01012009|
2401008|Apodi|01012009|
2401107|Areia Branca|01012009|
2401206|Arês|01012009|
2401305|Augusto Severo|01012009|
2401404|Baía Formosa|01012009|
2401453|Baraúna|01012009|
2401503|Barcelona|01012009|
2401602|Bento Fernandes|01012009|
2401651|Bodó|01012009|
2401701|Bom Jesus|01012009|
2401800|Brejinho|01012009|
2401859|Caiçara do Norte|01012009|
2401909|Caiçara do Rio do Vento|01012009|
2402006|Caicó|01012009|
2402105|Campo Redondo|01012009|
2402204|Canguaretama|01012009|
2402303|Caraúbas|01012009|
2402402|Carnaúba dos Dantas|01012009|
2402501|Carnaubais|01012009|
2402600|Ceará-Mirim|01012009|
2402709|Cerro Corá|01012009|
2402808|Coronel Ezequiel|01012009|
2402907|Coronel João Pessoa|01012009|
2403004|Cruzeta|01012009|
2403103|Currais Novos|01012009|
2403202|Doutor Severiano|01012009|
2403301|Encanto|01012009|
2403400|Equador|01012009|
2403509|Espírito Santo|01012009|
2403608|Extremoz|01012009|
2403707|Felipe Guerra|01012009|
2403756|Fernando Pedroza|01012009|
2403806|Florânia|01012009|
2403905|Francisco Dantas|01012009|
2404002|Frutuoso Gomes|01012009|
2404101|Galinhos|01012009|
2404200|Goianinha|01012009|
2404309|Governador Dix-Sept Rosado|01012009|
2404408|Grossos|01012009|
2404507|Guamaré|01012009|
2404606|Ielmo Marinho|01012009|
2404705|Ipanguaçu|01012009|
2404804|Ipueira|01012009|
2404853|Itajá|01012009|
2404903|Itaú|01012009|
2405009|Jaçanã|01012009|
2405108|Jandaíra|01012009|
2405207|Janduís|01012009|
2405306|Januário Cicco|01012009|
2405405|Japi|01012009|
2405504|Jardim de Angicos|01012009|
2405603|Jardim de Piranhas|01012009|
2405702|Jardim do Seridó|01012009|
2405801|João Câmara|01012009|
2405900|João Dias|01012009|
2406007|José da Penha|01012009|
2406106|Jucurutu|01012009|
2406155|Jundiá|01012009|
2406205|Lagoa d'Anta|01012009|
2406304|Lagoa de Pedras|01012009|
2406403|Lagoa de Velhos|01012009|
2406502|Lagoa Nova|01012009|
2406601|Lagoa Salgada|01012009|
2406700|Lajes|01012009|
2406809|Lajes Pintadas|01012009|
2406908|Lucrécia|01012009|
2407005|Luís Gomes|01012009|
2407104|Macaíba|01012009|
2407203|Macau|01012009|
2407252|Major Sales|01012009|
2407302|Marcelino Vieira|01012009|
2407401|Martins|01012009|
2407500|Maxaranguape|01012009|
2407609|Messias Targino|01012009|
2407708|Montanhas|01012009|
2407807|Monte Alegre|01012009|
2407906|Monte das Gameleiras|01012009|
2408003|Mossoró|01012009|
2408102|Natal|01012009|
2408201|Nísia Floresta|01012009|
2408300|Nova Cruz|01012009|
2408409|Olho-d'Água do Borges|01012009|
2408508|Ouro Branco|01012009|
2408607|Paraná|01012009|
2408706|Paraú|01012009|
2408805|Parazinho|01012009|
2408904|Parelhas|01012009|
2403251|Parnamirim|01012009|
2409100|Passa e Fica|01012009|
2409209|Passagem|01012009|
2409308|Patu|01012009|
2409407|Pau dos Ferros|01012009|
2409506|Pedra Grande|01012009|
2409605|Pedra Preta|01012009|
2409704|Pedro Avelino|01012009|
2409803|Pedro Velho|01012009|
2409902|Pendências|01012009|
2410009|Pilões|01012009|
2410108|Poço Branco|01012009|
2410207|Portalegre|01012009|
2410256|Porto do Mangue|01012009|
2410306|Presidente Juscelino|01012009|13012013
2410306|Serra Caiada|14012013|
2410405|Pureza|01012009|
2410504|Rafael Fernandes|01012009|
2410603|Rafael Godeiro|01012009|
2410702|Riacho da Cruz|01012009|
2410801|Riacho de Santana|01012009|
2410900|Riachuelo|01012009|
2408953|Rio do Fogo|01012009|
2411007|Rodolfo Fernandes|01012009|
2411106|Ruy Barbosa|01012009|
2411205|Santa Cruz|01012009|
2409332|Santa Maria|01012009|
2411403|Santana do Matos|01012009|
2411429|Santana do Seridó|01012009|
2411502|Santo Antônio|01012009|
2411601|São Bento do Norte|01012009|
2411700|São Bento do Trairí|01012009|
2411809|São Fernando|01012009|
2411908|São Francisco do Oeste|01012009|
2412005|São Gonçalo do Amarante|01012009|
2412104|São João do Sabugi|01012009|
2412203|São José de Mipibu|01012009|
2412302|São José do Campestre|01012009|
2412401|São José do Seridó|01012009|
2412500|São Miguel|01012009|
2412559|São Miguel do Gostoso|01012009|
2412609|São Paulo do Potengi|01012009|
2412708|São Pedro|01012009|
2412807|São Rafael|01012009|
2412906|São Tomé|01012009|
2413003|São Vicente|01012009|
2413102|Senador Elói de Souza|01012009|
2413201|Senador Georgino Avelino|01012009|
2413300|Serra de São Bento|01012009|
2413359|Serra do Mel|01012009|
2413409|Serra Negra do Norte|01012009|
2413508|Serrinha|01012009|
2413557|Serrinha dos Pintos|01012009|
2413607|Severiano Melo|01012009|
2413706|Sítio Novo|01012009|
2413805|Taboleiro Grande|01012009|
2413904|Taipu|01012009|
2414001|Tangará|01012009|
2414100|Tenente Ananias|01012009|
2414159|Tenente Laurentino Cruz|01012009|
2411056|Tibau|01012009|
2414209|Tibau do Sul|01012009|
2414308|Timbaúba dos Batistas|01012009|
2414407|Touros|01012009|
2414456|Triunfo Potiguar|01012009|
2414506|Umarizal|01012009|
2414605|Upanema|01012009|
2414704|Várzea|01012009|
2414753|Venha-Ver|01012009|
2414803|Vera Cruz|01012009|
2414902|Viçosa|01012009|
2415008|Vila Flor|01012009|
2300101|Abaiara|01012009|
2300150|Acarape|01012009|
2300200|Acaraú|01012009|
2300309|Acopiara|01012009|
2300408|Aiuaba|01012009|
2300507|Alcântaras|01012009|
2300606|Altaneira|01012009|
2300705|Alto Santo|01012009|
2300754|Amontada|01012009|
2300804|Antonina do Norte|01012009|
2300903|Apuiarés|01012009|
2301000|Aquiraz|01012009|
2301109|Aracati|01012009|
2301208|Aracoiaba|01012009|
2301257|Ararendá|01012009|
2301307|Araripe|01012009|
2301406|Aratuba|01012009|
2301505|Arneiroz|01012009|
2301604|Assaré|01012009|
2301703|Aurora|01012009|
2301802|Baixio|01012009|
2301851|Banabuiú|01012009|
2301901|Barbalha|01012009|
2301950|Barreira|01012009|
2302008|Barro|01012009|
2302057|Barroquinha|01012009|
2302107|Baturité|01012009|
2302206|Beberibe|01012009|
2302305|Bela Cruz|01012009|
2302404|Boa Viagem|01012009|
2302503|Brejo Santo|01012009|
2302602|Camocim|01012009|
2302701|Campos Sales|01012009|
2302800|Canindé|01012009|
2302909|Capistrano|01012009|
2303006|Caridade|01012009|
2303105|Cariré|01012009|
2303204|Caririaçu|01012009|
2303303|Cariús|01012009|
2303402|Carnaubal|01012009|
2303501|Cascavel|01012009|
2303600|Catarina|01012009|
2303659|Catunda|01012009|
2303709|Caucaia|01012009|
2303808|Cedro|01012009|
2303907|Chaval|01012009|
2303931|Choró|01012009|
2303956|Chorozinho|01012009|
2304004|Coreaú|01012009|
2304103|Crateús|01012009|
2304202|Crato|01012009|
2304236|Croatá|01012009|
2304251|Cruz|01012009|
2304269|Deputado Irapuan Pinheiro|01012009|
2304277|Ererê|01012009|
2304285|Eusébio|01012009|
2304301|Farias Brito|01012009|
2304350|Forquilha|01012009|
2304400|Fortaleza|01012009|
2304459|Fortim|01012009|
2304509|Frecheirinha|01012009|
2304608|General Sampaio|01012009|
2304657|Graça|01012009|
2304707|Granja|01012009|
2304806|Granjeiro|01012009|
2304905|Groaíras|01012009|
2304954|Guaiúba|01012009|
2305001|Guaraciaba do Norte|01012009|
2305100|Guaramiranga|01012009|
2305209|Hidrolândia|01012009|
2305233|Horizonte|01012009|
2305266|Ibaretama|01012009|
2305308|Ibiapina|01012009|
2305332|Ibicuitinga|01012009|
2305357|Icapuí|01012009|
2305407|Icó|01012009|
2305506|Iguatu|01012009|
2305605|Independência|01012009|
2305654|Ipaporanga|01012009|
2305704|Ipaumirim|01012009|
2305803|Ipu|01012009|
2305902|Ipueiras|01012009|
2306009|Iracema|01012009|
2306108|Irauçuba|01012009|
2306207|Itaiçaba|01012009|
2306256|Itaitinga|01012009|
2306306|Itapagé|01012009|
2306405|Itapipoca|01012009|
2306504|Itapiúna|01012009|
2306553|Itarema|01012009|
2306603|Itatira|01012009|
2306702|Jaguaretama|01012009|
2306801|Jaguaribara|01012009|
2306900|Jaguaribe|01012009|
2307007|Jaguaruana|01012009|
2307106|Jardim|01012009|
2307205|Jati|01012009|
2307254|Jijoca de Jericoacoara|01012009|
2307304|Juazeiro do Norte|01012009|
2307403|Jucás|01012009|
2307502|Lavras da Mangabeira|01012009|
2307601|Limoeiro do Norte|01012009|
2307635|Madalena|01012009|
2307650|Maracanaú|01012009|
2307700|Maranguape|01012009|
2307809|Marco|01012009|
2307908|Martinópole|01012009|
2308005|Massapê|01012009|
2308104|Mauriti|01012009|
2308203|Meruoca|01012009|
2308302|Milagres|01012009|
2308351|Milhã|01012009|
2308377|Miraíma|01012009|
2308401|Missão Velha|01012009|
2308500|Mombaça|01012009|
2308609|Monsenhor Tabosa|01012009|
2308708|Morada Nova|01012009|
2308807|Moraújo|01012009|
2308906|Morrinhos|01012009|
2309003|Mucambo|01012009|
2309102|Mulungu|01012009|
2309201|Nova Olinda|01012009|
2309300|Nova Russas|01012009|
2309409|Novo Oriente|01012009|
2309458|Ocara|01012009|
2309508|Orós|01012009|
2309607|Pacajus|01012009|
2309706|Pacatuba|01012009|
2309805|Pacoti|01012009|
2309904|Pacujá|01012009|
2310001|Palhano|01012009|
2310100|Palmácia|01012009|
2310209|Paracuru|01012009|
2310258|Paraipaba|01012009|
2310308|Parambu|01012009|
2310407|Paramoti|01012009|
2310506|Pedra Branca|01012009|
2310605|Penaforte|01012009|
2310704|Pentecoste|01012009|
2310803|Pereiro|01012009|
2310852|Pindoretama|01012009|
2310902|Piquet Carneiro|01012009|
2310951|Pires Ferreira|01012009|
2311009|Poranga|01012009|
2311108|Porteiras|01012009|
2311207|Potengi|01012009|
2311231|Potiretama|01012009|
2311264|Quiterianópolis|01012009|
2311306|Quixadá|01012009|
2311355|Quixelô|01012009|
2311405|Quixeramobim|01012009|
2311504|Quixeré|01012009|
2311603|Redenção|01012009|
2311702|Reriutaba|01012009|
2311801|Russas|01012009|
2311900|Saboeiro|01012009|
2311959|Salitre|01012009|
2312205|Santa Quitéria|01012009|
2312007|Santana do Acaraú|01012009|
2312106|Santana do Cariri|01012009|
2312304|São Benedito|01012009|
2312403|São Gonçalo do Amarante|01012009|
2312502|São João do Jaguaribe|01012009|
2312601|São Luís do Curu|01012009|
2312700|Senador Pompeu|01012009|
2312809|Senador Sá|01012009|
2312908|Sobral|01012009|
2313005|Solonópole|01012009|
2313104|Tabuleiro do Norte|01012009|
2313203|Tamboril|01012009|
2313252|Tarrafas|01012009|
2313302|Tauá|01012009|
2313351|Tejuçuoca|01012009|
2313401|Tianguá|01012009|
2313500|Trairi|01012009|
2313559|Tururu|01012009|
2313609|Ubajara|01012009|
2313708|Umari|01012009|
2313757|Umirim|01012009|
2313807|Uruburetama|01012009|
2313906|Uruoca|01012009|
2313955|Varjota|01012009|
2314003|Várzea Alegre|01012009|
2314102|Viçosa do Ceará|01012009|
2600054|Abreu e Lima|01012009|
2600104|Afogados da Ingazeira|01012009|
2600203|Afrânio|01012009|
2600302|Agrestina|01012009|
2600401|Água Preta|01012009|
2600500|Águas Belas|01012009|
2600609|Alagoinha|01012009|
2600708|Aliança|01012009|
2600807|Altinho|01012009|
2600906|Amaraji|01012009|
2601003|Angelim|01012009|
2601052|Araçoiaba|01012009|
2601102|Araripina|01012009|
2601201|Arcoverde|01012009|
2601300|Barra de Guabiraba|01012009|
2601409|Barreiros|01012009|
2601508|Belém de Maria|01012009|
2601607|Belém de São Francisco|01012009|
2601706|Belo Jardim|01012009|
2601805|Betânia|01012009|
2601904|Bezerros|01012009|
2602001|Bodocó|01012009|
2602100|Bom Conselho|01012009|
2602209|Bom Jardim|01012009|
2602308|Bonito|01012009|
2602407|Brejão|01012009|
2602506|Brejinho|01012009|
2602605|Brejo da Madre de Deus|01012009|
2602704|Buenos Aires|01012009|
2602803|Buíque|01012009|
2602902|Cabo de Santo Agostinho|01012009|
2603009|Cabrobó|01012009|
2603108|Cachoeirinha|01012009|
2603207|Caetés|01012009|
2603306|Calçado|01012009|
2603405|Calumbi|01012009|
2603454|Camaragibe|01012009|
2603504|Camocim de São Félix|01012009|
2603603|Camutanga|01012009|
2603702|Canhotinho|01012009|
2603801|Capoeiras|01012009|
2603900|Carnaíba|01012009|
2603926|Carnaubeira da Penha|01012009|
2604007|Carpina|01012009|
2604106|Caruaru|01012009|
2604155|Casinhas|01012009|
2604205|Catende|01012009|
2604304|Cedro|01012009|
2604403|Chã de Alegria|01012009|
2604502|Chã Grande|01012009|
2604601|Condado|01012009|
2604700|Correntes|01012009|
2604809|Cortês|01012009|
2604908|Cumaru|01012009|
2605004|Cupira|01012009|
2605103|Custódia|01012009|
2605152|Dormentes|01012009|
2605202|Escada|01012009|
2605301|Exu|01012009|
2605400|Feira Nova|01012009|
2605459|Fernando de Noronha|01012009|
2605509|Ferreiros|01012009|
2605608|Flores|01012009|
2605707|Floresta|01012009|
2605806|Frei Miguelinho|01012009|
2605905|Gameleira|01012009|
2606002|Garanhuns|01012009|
2606101|Glória do Goitá|01012009|
2606200|Goiana|01012009|
2606309|Granito|01012009|
2606408|Gravatá|01012009|
2606507|Iati|01012009|
2606606|Ibimirim|01012009|
2606705|Ibirajuba|01012009|
2606804|Igarassu|01012009|
2606903|Iguaraci|01012009|
2607604|Ilha de Itamaracá|01012009|
2607000|Inajá|01012009|
2607109|Ingazeira|01012009|
2607208|Ipojuca|01012009|
2607307|Ipubi|01012009|
2607406|Itacuruba|01012009|
2607505|Itaíba|01012009|
2607653|Itambé|01012009|
2607703|Itapetim|01012009|
2607752|Itapissuma|01012009|
2607802|Itaquitinga|01012009|
2607901|Jaboatão dos Guararapes|01012009|
2607950|Jaqueira|01012009|
2608008|Jataúba|01012009|
2608057|Jatobá|01012009|
2608107|João Alfredo|01012009|
2608206|Joaquim Nabuco|01012009|
2608255|Jucati|01012009|
2608305|Jupi|01012009|
2608404|Jurema|01012009|
2608453|Lagoa do Carro|01012009|
2608503|Lagoa do Itaenga|01012009|
2608602|Lagoa do Ouro|01012009|
2608701|Lagoa dos Gatos|01012009|
2608750|Lagoa Grande|01012009|
2608800|Lajedo|01012009|
2608909|Limoeiro|01012009|
2609006|Macaparana|01012009|
2609105|Machados|01012009|
2609154|Manari|01012009|
2609204|Maraial|01012009|
2609303|Mirandiba|01012009|
2614303|Moreilândia|01012009|
2609402|Moreno|01012009|
2609501|Nazaré da Mata|01012009|
2609600|Olinda|01012009|
2609709|Orobó|01012009|
2609808|Orocó|01012009|
2609907|Ouricuri|01012009|
2610004|Palmares|01012009|
2610103|Palmeirina|01012009|
2610202|Panelas|01012009|
2610301|Paranatama|01012009|
2610400|Parnamirim|01012009|
2610509|Passira|01012009|
2610608|Paudalho|01012009|
2610707|Paulista|01012009|
2610806|Pedra|01012009|
2610905|Pesqueira|01012009|
2611002|Petrolândia|01012009|
2611101|Petrolina|01012009|
2611200|Poção|01012009|
2611309|Pombos|01012009|
2611408|Primavera|01012009|
2611507|Quipapá|01012009|
2611533|Quixaba|01012009|
2611606|Recife|01012009|
2611705|Riacho das Almas|01012009|
2611804|Ribeirão|01012009|
2611903|Rio Formoso|01012009|
2612000|Sairé|01012009|
2612109|Salgadinho|01012009|
2612208|Salgueiro|01012009|
2612307|Saloá|01012009|
2612406|Sanharó|01012009|
2612455|Santa Cruz|01012009|
2612471|Santa Cruz da Baixa Verde|01012009|
2612505|Santa Cruz do Capibaribe|01012009|
2612554|Santa Filomena|01012009|
2612604|Santa Maria da Boa Vista|01012009|
2612703|Santa Maria do Cambucá|01012009|
2612802|Santa Terezinha|01012009|
2612901|São Benedito do Sul|01012009|
2613008|São Bento do Una|01012009|
2613107|São Caitano|01012009|
2613206|São João|01012009|
2613305|São Joaquim do Monte|01012009|
2613404|São José da Coroa Grande|01012009|
2613503|São José do Belmonte|01012009|
2613602|São José do Egito|01012009|
2613701|São Lourenço da Mata|01012009|
2613800|São Vicente Ferrer|01012009|
2613909|Serra Talhada|01012009|
2614006|Serrita|01012009|
2614105|Sertânia|01012009|
2614204|Sirinhaém|01012009|
2614402|Solidão|01012009|
2614501|Surubim|01012009|
2614600|Tabira|01012009|
2614709|Tacaimbó|01012009|
2614808|Tacaratu|01012009|
2614857|Tamandaré|01012009|
2615003|Taquaritinga do Norte|01012009|
2615102|Terezinha|01012009|
2615201|Terra Nova|01012009|
2615300|Timbaúba|01012009|
2615409|Toritama|01012009|
2615508|Tracunhaém|01012009|
2615607|Trindade|01012009|
2615706|Triunfo|01012009|
2615805|Tupanatinga|01012009|
2615904|Tuparetama|01012009|
2616001|Venturosa|01012009|
2616100|Verdejante|01012009|
2616183|Vertente do Lério|01012009|
2616209|Vertentes|01012009|
2616308|Vicência|01012009|
2616407|Vitória de Santo Antão|01012009|
2616506|Xexéu|01012009|
2100055|Açailândia|01012009|
2100105|Afonso Cunha|01012009|
2100154|Água Doce do Maranhão|01012009|
2100204|Alcântara|01012009|
2100303|Aldeias Altas|01012009|
2100402|Altamira do Maranhão|01012009|
2100436|Alto Alegre do Maranhão|01012009|
2100477|Alto Alegre do Pindaré|01012009|
2100501|Alto Parnaíba|01012009|
2100550|Amapá do Maranhão|01012009|
2100600|Amarante do Maranhão|01012009|
2100709|Anajatuba|01012009|
2100808|Anapurus|01012009|
2100832|Apicum-Açu|01012009|
2100873|Araguanã|01012009|
2100907|Araioses|01012009|
2100956|Arame|01012009|
2101004|Arari|01012009|
2101103|Axixá|01012009|
2101202|Bacabal|01012009|
2101251|Bacabeira|01012009|
2101301|Bacuri|01012009|
2101350|Bacurituba|01012009|
2101400|Balsas|01012009|
2101509|Barão de Grajaú|01012009|
2101608|Barra do Corda|01012009|
2101707|Barreirinhas|01012009|
2101772|Bela Vista do Maranhão|01012009|
2101731|Belágua|01012009|
2101806|Benedito Leite|01012009|
2101905|Bequimão|01012009|
2101939|Bernardo do Mearim|01012009|
2101970|Boa Vista do Gurupi|01012009|
2102002|Bom Jardim|01012009|
2102036|Bom Jesus das Selvas|01012009|
2102077|Bom Lugar|01012009|
2102101|Brejo|01012009|
2102150|Brejo de Areia|01012009|
2102200|Buriti|01012009|
2102309|Buriti Bravo|01012009|
2102325|Buriticupu|01012009|
2102358|Buritirana|01012009|
2102374|Cachoeira Grande|01012009|
2102408|Cajapió|01012009|
2102507|Cajari|01012009|
2102556|Campestre do Maranhão|01012009|
2102606|Cândido Mendes|01012009|
2102705|Cantanhede|01012009|
2102754|Capinzal do Norte|01012009|
2102804|Carolina|01012009|
2102903|Carutapera|01012009|
2103000|Caxias|01012009|
2103109|Cedral|01012009|
2103125|Central do Maranhão|01012009|
2103158|Centro do Guilherme|01012009|
2103174|Centro Novo do Maranhão|01012009|
2103208|Chapadinha|01012009|
2103257|Cidelândia|01012009|
2103307|Codó|01012009|
2103406|Coelho Neto|01012009|
2103505|Colinas|01012009|
2103554|Conceição do Lago-Açu|01012009|
2103604|Coroatá|01012009|
2103703|Cururupu|01012009|
2103752|Davinópolis|01012009|
2103802|Dom Pedro|01012009|
2103901|Duque Bacelar|01012009|
2104008|Esperantinópolis|01012009|
2104057|Estreito|01012009|
2104073|Feira Nova do Maranhão|01012009|
2104081|Fernando Falcão|01012009|
2104099|Formosa da Serra Negra|01012009|
2104107|Fortaleza dos Nogueiras|01012009|
2104206|Fortuna|01012009|
2104305|Godofredo Viana|01012009|
2104404|Gonçalves Dias|01012009|
2104503|Governador Archer|01012009|
2104552|Governador Edison Lobão|01012009|
2104602|Governador Eugênio Barros|01012009|
2104628|Governador Luiz Rocha|01012009|
2104651|Governador Newton Bello|01012009|
2104677|Governador Nunes Freire|01012009|
2104701|Graça Aranha|01012009|
2104800|Grajaú|01012009|
2104909|Guimarães|01012009|
2105005|Humberto de Campos|01012009|
2105104|Icatu|01012009|
2105153|Igarapé do Meio|01012009|
2105203|Igarapé Grande|01012009|
2105302|Imperatriz|01012009|
2105351|Itaipava do Grajaú|01012009|
2105401|Itapecuru Mirim|01012009|
2105427|Itinga do Maranhão|01012009|
2105450|Jatobá|01012009|
2105476|Jenipapo dos Vieiras|01012009|
2105500|João Lisboa|01012009|
2105609|Joselândia|01012009|
2105658|Junco do Maranhão|01012009|
